"","SICto","SICfrom","value"
"6974","8","55",2.546372937
"6976","10.1","55",236.2006852
"6977","10.2-3","55",502.590065
"6978","10.4","55",34.67542171
"6979","10.5","55",116.9929033
"6980","10.6","55",49.84639801
"6981","10.7","55",295.6460774
"6982","10.8","55",285.0528989
"6983","10.9","55",9.073249826
"6984","11.01-6","55",1054.736451
"6985","11.07","55",78.11205406
"6987","13","55",18.62067993
"6988","14","55",1.092491548
"6989","15","55",16.28732395
"6990","16","55",19.65417879
"6991","17","55",39.73822181
"6992","18","55",3.67147363
"6993","19","55",290.0699812
"6994","20A","55",1.322212507
"6995","20B","55",22.06410532
"6996","20C","55",1.561531436
"6997","20.3","55",9.326618179
"6998","20.4","55",30.86895154
"6999","20.5","55",0.117609708
"7000","21","55",3.274760993
"7001","22","55",4.741168214
"7002","23OTHER","55",11.68913948
"7003","23.5-6","55",5.22842495
"7005","24.4-5","55",0.298923092
"7006","25OTHER","55",9.631228899
"7008","26","55",2.350807908
"7009","27","55",0.650473999
"7011","29","55",1.215949288
"7014","30OTHER","55",1.425581038
"7015","31","55",12.03656217
"7016","32","55",12.23620971
"7017","33.15","55",0.294063333
"7018","33.16","55",3.57220266
"7019","33OTHER","55",9.698210959
"7020","35.1","55",138.7581455
"7021","35.2-3","55",37.92360474
"7022","36","55",3.38192437
"7023","37","55",10.96806413
"7024","38","55",43.67789918
"7026","41-43","55",352.1570656
"7027","45","55",124.7833503
"7028","46","55",618.8773743
"7030","49.1-2","55",2.427884845
"7031","49.3-5","55",146.6956852
"7032","50","55",3.307812272
"7033","51","55",1.092936297
"7034","52","55",44.4552418
"7035","53","55",98.96468503
"7036","55","55",6.502712663
"7037","56","55",13.04730224
"7038","58","55",11.77099431
"7039","59-60","55",21.68362597
"7040","61","55",192.5728322
"7041","62","55",532.7968705
"7042","63","55",61.0833483
"7043","64","55",501.4367492
"7044","65.1-3","55",34.07629441
"7045","66","55",10.86150612
"7046","68.1-2","55",83.32242884
"7048","69.1","55",87.76104999
"7049","69.2","55",110.8222967
"7050","70","55",134.5382642
"7051","71","55",143.6783812
"7052","72","55",5.676958998
"7053","73","55",212.519116
"7054","74","55",41.48224502
"7055","75","55",1.089352678
"7056","77","55",24.67275764
"7057","78","55",160.0233759
"7058","79","55",253.5440935
"7059","80","55",18.21863097
"7060","81","55",101.9523876
"7061","82","55",90.85767188
"7062","84","55",32.23954407
"7063","85","55",57.47545407
"7064","86","55",2.438571574
"7065","87-88","55",25.35149372
"7066","90","55",1.085285985
"7068","92","55",135.3776547
"7070","94","55",36.40495975
"7071","95","55",4.359537208
"7072","96","55",29.45716971
"7073","1","56",538.0031116
"7074","2","56",5.456215768
"7075","3","56",43.175101
"7076","5","56",4.79550893
"7077","06 & 07","56",62.79057078
"7078","8","56",6.707801051
"7079","9","56",16.24585557
"7080","10.1","56",508.6599529
"7081","10.2-3","56",1055.224786
"7082","10.4","56",54.13673972
"7083","10.5","56",299.1960829
"7084","10.6","56",139.7958884
"7085","10.7","56",793.2228585
"7086","10.8","56",748.4561499
"7087","10.9","56",20.11177911
"7088","11.01-6","56",2934.6421
"7089","11.07","56",279.1124212
"7091","13","56",52.4007727
"7092","14","56",1.24606112
"7093","15","56",42.40160585
"7094","16","56",55.40935727
"7095","17","56",137.666479
"7096","18","56",26.46768306
"7097","19","56",217.3204694
"7098","20A","56",6.083100191
"7099","20B","56",97.46084844
"7100","20C","56",3.615492216
"7101","20.3","56",30.5140226
"7102","20.4","56",88.91439428
"7103","20.5","56",2.06171616
"7104","21","56",23.40098988
"7105","22","56",39.72832077
"7106","23OTHER","56",40.84906683
"7107","23.5-6","56",7.030538288
"7108","24.1-3","56",79.06060917
"7109","24.4-5","56",17.52040669
"7110","25OTHER","56",106.2294048
"7111","25.4","56",44.62060782
"7112","26","56",29.32603243
"7113","27","56",36.35770585
"7114","28","56",40.51616332
"7115","29","56",38.28876274
"7117","30.3","56",3.857814154
"7118","30OTHER","56",1.349896243
"7119","31","56",36.30473242
"7120","32","56",44.77490873
"7121","33.15","56",4.21447893
"7122","33.16","56",11.91174834
"7123","33OTHER","56",76.71995045
"7124","35.1","56",581.928377
"7125","35.2-3","56",177.4293241
"7126","36","56",6.693325472
"7127","37","56",33.43525881
"7128","38","56",125.6727032
"7130","41-43","56",1505.868622
"7131","45","56",434.9702081
"7132","46","56",1820.208393
"7134","49.1-2","56",4.680486851
"7135","49.3-5","56",590.2894923
"7136","50","56",26.57394727
"7137","51","56",4.026428786
"7138","52","56",523.7933633
"7139","53","56",300.2604767
"7140","55","56",5.478939121
"7141","56","56",90.10600015
"7142","58","56",47.55532502
"7143","59-60","56",5.87491975
"7144","61","56",544.9756145
"7145","62","56",705.0619615
"7146","63","56",147.5642207
"7147","64","56",1498.080846
"7148","65.1-3","56",80.26485513
"7149","66","56",52.59174783
"7150","68.1-2","56",665.7715602
"7151","68.3","56",1.130236433
"7152","69.1","56",262.8333022
"7153","69.2","56",360.7282667
"7154","70","56",688.0650104
"7155","71","56",457.4779512
"7156","72","56",26.47495218
"7157","73","56",669.2370716
"7158","74","56",137.352366
"7160","77","56",101.3645017
"7161","78","56",490.5889424
"7162","79","56",816.6283498
"7163","80","56",43.68227908
"7164","81","56",305.1514767
"7165","82","56",310.7940047
"7166","84","56",119.6237308
"7167","85","56",214.0956232
"7168","86","56",9.48025809
"7169","87-88","56",29.83054443
"7170","90","56",1.057875314
"7171","91","56",1.03345086
"7172","92","56",67.27293562
"7173","93","56",3.474995576
"7174","94","56",117.5115322
"7175","95","56",7.69440256
"7176","96","56",226.8460259
"7180","5","58",0.152683969
"7181","06 & 07","58",0.39874223
"7184","10.1","58",1.465402176
"7185","10.2-3","58",4.207431208
"7186","10.4","58",0.658910445
"7187","10.5","58",1.466236888
"7188","10.6","58",0.676575771
"7189","10.7","58",1.438026167
"7190","10.8","58",4.248428605
"7195","13","58",1.531956372
"7198","16","58",1.895452928
"7199","17","58",114.6815915
"7200","18","58",907.3997622
"7201","19","58",15.12645393
"7202","20A","58",0.736539195
"7203","20B","58",4.75559167
"7204","20C","58",0.819042818
"7205","20.3","58",135.0673037
"7206","20.4","58",0.208345795
"7207","20.5","58",0.740891991
"7208","21","58",0.22053894
"7209","22","58",9.877032862
"7210","23OTHER","58",0.492431024
"7211","23.5-6","58",0.118149562
"7212","24.1-3","58",0.674977194
"7213","24.4-5","58",1.290331716
"7214","25OTHER","58",9.70879738
"7216","26","58",3.377860219
"7217","27","58",1.46757056
"7218","28","58",1.382215365
"7219","29","58",0.980207827
"7223","31","58",1.464766841
"7224","32","58",29.29315329
"7227","33OTHER","58",12.94296904
"7228","35.1","58",71.24775106
"7229","35.2-3","58",43.95460509
"7230","36","58",1.151566967
"7231","37","58",3.774465499
"7232","38","58",14.87834438
"7234","41-43","58",100.2009094
"7235","45","58",451.4275272
"7236","46","58",441.2559296
"7238","49.1-2","58",3.352025732
"7239","49.3-5","58",203.6852111
"7240","50","58",17.50106266
"7241","51","58",1.346877967
"7242","52","58",9.736148846
"7243","53","58",14.09372839
"7244","55","58",0.681806977
"7245","56","58",3.611763546
"7246","58","58",1303.031303
"7247","59-60","58",0.517556236
"7248","61","58",60.72798153
"7249","62","58",101.3687923
"7250","63","58",31.38285906
"7251","64","58",112.2706972
"7252","65.1-3","58",5.91606577
"7253","66","58",17.80432534
"7254","68.1-2","58",47.3792448
"7256","69.1","58",26.16890601
"7257","69.2","58",12.8699505
"7258","70","58",112.0579393
"7259","71","58",104.1393327
"7260","72","58",7.22777946
"7261","73","58",534.244103
"7262","74","58",9.350898132
"7264","77","58",91.04519353
"7265","78","58",375.5010375
"7266","79","58",8.036441726
"7267","80","58",2.73550237
"7268","81","58",9.983955659
"7269","82","58",19.45713504
"7270","84","58",7.453835651
"7271","85","58",9.900786518
"7272","86","58",0.785305806
"7273","87-88","58",176.560044
"7274","90","58",7.07847689
"7275","91","58",128.4242992
"7277","93","58",6.504847828
"7278","94","58",5.430059853
"7279","95","58",2.068764788
"7280","96","58",11.44203331
"7281","1","59.60",10.85029747
"7288","10.1","59.60",9.02142814
"7289","10.2-3","59.60",32.48140785
"7290","10.4","59.60",2.718556858
"7291","10.5","59.60",10.81897908
"7292","10.6","59.60",1.809908303
"7293","10.7","59.60",10.81746307
"7294","10.8","59.60",28.89913249
"7295","10.9","59.60",1.871483352
"7296","11.01-6","59.60",11.76786501
"7297","11.07","59.60",66.92017441
"7299","13","59.60",9.055910843
"7300","14","59.60",0.905118424
"7301","15","59.60",11.74748182
"7302","16","59.60",12.6377962
"7303","17","59.60",24.00735338
"7304","18","59.60",5.201416898
"7305","19","59.60",40.59214327
"7306","20A","59.60",9.042187871
"7307","20B","59.60",0.955661259
"7308","20C","59.60",2.719354313
"7309","20.3","59.60",13.80989306
"7310","20.4","59.60",24.4032697
"7311","20.5","59.60",1.829588108
"7312","21","59.60",3.625837261
"7313","22","59.60",3.808326638
"7314","23OTHER","59.60",9.928542618
"7315","23.5-6","59.60",21.69313812
"7318","25OTHER","59.60",3.943025673
"7320","26","59.60",6.239079018
"7321","27","59.60",22.5142049
"7322","28","59.60",0.76496508
"7323","29","59.60",25.3056716
"7325","30.3","59.60",5.423859016
"7327","31","59.60",9.909328464
"7328","32","59.60",6.505153544
"7330","33.16","59.60",1.803843847
"7331","33OTHER","59.60",20.42473068
"7332","35.1","59.60",40.06057655
"7333","35.2-3","59.60",10.04081831
"7334","36","59.60",3.637271192
"7335","37","59.60",14.42399348
"7336","38","59.60",60.50101951
"7338","41-43","59.60",74.52344458
"7339","45","59.60",52.59407305
"7340","46","59.60",106.3054278
"7342","49.1-2","59.60",4.52306495
"7343","49.3-5","59.60",25.49722183
"7344","50","59.60",2.805610659
"7345","51","59.60",1.81276597
"7346","52","59.60",74.97185673
"7347","53","59.60",68.76214227
"7348","55","59.60",1.795361099
"7349","56","59.60",15.29422346
"7350","58","59.60",10.10981237
"7351","59-60","59.60",1322.839847
"7352","61","59.60",1104.542962
"7353","62","59.60",336.6077135
"7354","63","59.60",172.4912442
"7355","64","59.60",281.4969339
"7356","65.1-3","59.60",27.4904217
"7357","66","59.60",11.47866281
"7358","68.1-2","59.60",19.362776
"7360","69.1","59.60",84.8719723
"7361","69.2","59.60",79.23939626
"7362","70","59.60",334.0433562
"7363","71","59.60",223.0785193
"7364","72","59.60",51.12905875
"7365","73","59.60",228.084285
"7366","74","59.60",98.27016544
"7368","77","59.60",54.45438613
"7369","78","59.60",285.2859776
"7370","79","59.60",101.0270242
"7371","80","59.60",35.26403609
"7372","81","59.60",163.3578477
"7373","82","59.60",219.5034712
"7374","84","59.60",35.43908489
"7375","85","59.60",82.47356217
"7376","86","59.60",1.81165534
"7377","87-88","59.60",0.227169312
"7378","90","59.60",11.96721078
"7379","91","59.60",182.5976742
"7380","92","59.60",0.532166728
"7381","93","59.60",9.923690679
"7382","94","59.60",744.1946293
"7383","95","59.60",13.54946701
"7384","96","59.60",72.17555495
"7385","1","61",0.898005371
"7392","10.1","61",9.883601157
"7393","10.2-3","61",33.23608491
"7394","10.4","61",0.898003855
"7395","10.5","61",17.96495427
"7397","10.7","61",12.57725956
"7398","10.8","61",42.21489504
"7400","11.01-6","61",4.489949384
"7401","11.07","61",11.6732585
"7403","13","61",2.700067378
"7405","15","61",8.985474519
"7406","16","61",11.67936589
"7407","17","61",20.67107511
"7408","18","61",103.266732
"7409","19","61",321.6778459
"7411","20B","61",1.796014917
"7412","20C","61",0.897976514
"7413","20.3","61",4.498111741
"7414","20.4","61",1.80923117
"7415","20.5","61",0.897995251
"7416","21","61",0.898248176
"7417","22","61",651.0252254
"7418","23OTHER","61",28.73919246
"7419","23.5-6","61",12.570814
"7420","24.1-3","61",2.693716768
"7421","24.4-5","61",18.86825259
"7422","25OTHER","61",30.54201323
"7424","26","61",221.8086591
"7425","27","61",176.9301526
"7426","28","61",0.904882554
"7427","29","61",0.906196274
"7429","30.3","61",0.898037008
"7431","31","61",8.991573736
"7432","32","61",74.58863424
"7434","33.16","61",11.67277266
"7435","33OTHER","61",370.0052219
"7436","35.1","61",265.0819557
"7437","35.2-3","61",32.33826195
"7438","36","61",3.592032538
"7439","37","61",8.09483824
"7440","38","61",25.1563868
"7442","41-43","61",1010.329586
"7443","45","61",356.1249187
"7444","46","61",640.3117907
"7446","49.1-2","61",2.699896016
"7447","49.3-5","61",165.3339008
"7448","50","61",8.97918805
"7449","51","61",1.802118148
"7450","52","61",417.5778293
"7451","53","61",300.8819685
"7452","55","61",1.796016087
"7453","56","61",26.95597596
"7454","58","61",13.48980054
"7456","61","61",981.7397301
"7457","62","61",1659.022169
"7458","63","61",185.2640419
"7459","64","61",668.5792588
"7460","65.1-3","61",24.31797818
"7461","66","61",88.1375068
"7462","68.1-2","61",348.4653734
"7464","69.1","61",136.8306769
"7465","69.2","61",116.1588175
"7466","70","61",206.4349416
"7467","71","61",214.2302972
"7468","72","61",21.67746224
"7469","73","61",608.7243242
"7470","74","61",45.11627731
"7472","77","61",65.7037415
"7473","78","61",189.0723144
"7474","79","61",251.4743457
"7475","80","61",23.52324432
"7476","81","61",62.4105371
"7477","82","61",96.57249478
"7478","84","61",24.2817036
"7479","85","61",333.176027
"7480","86","61",8.081346664
"7482","90","61",3.591687178
"7485","93","61",6.28575149
"7486","94","61",86.21828378
"7488","96","61",67.38609368
"7489","1","62",16.27301526
"7490","2","62",2.847695924
"7492","5","62",1.673461547
"7493","06 & 07","62",32.62552161
"7494","8","62",1.268438998
"7495","9","62",3.662370105
"7496","10.1","62",8.111851961
"7497","10.2-3","62",27.54736971
"7498","10.4","62",2.72799577
"7499","10.5","62",11.97848816
"7500","10.6","62",2.851538978
"7501","10.7","62",11.62134814
"7502","10.8","62",23.81125122
"7503","10.9","62",13.72196365
"7504","11.01-6","62",1.521831526
"7505","11.07","62",6.523754679
"7507","13","62",6.431804594
"7508","14","62",0.504180331
"7509","15","62",2.936741616
"7510","16","62",18.55762012
"7511","17","62",130.824047
"7512","18","62",92.97661922
"7513","19","62",85.06402813
"7514","20A","62",3.004650643
"7515","20B","62",18.67286179
"7516","20C","62",2.032027724
"7517","20.3","62",24.43234439
"7518","20.4","62",17.80227907
"7519","20.5","62",1.127138152
"7520","21","62",7.146938513
"7521","22","62",105.809234
"7522","23OTHER","62",9.798866014
"7523","23.5-6","62",2.580504152
"7524","24.1-3","62",22.26221262
"7525","24.4-5","62",17.58983521
"7526","25OTHER","62",68.50996798
"7527","25.4","62",8.857770179
"7528","26","62",71.41852798
"7529","27","62",45.50165032
"7530","28","62",43.54069615
"7531","29","62",45.85224558
"7533","30.3","62",3.250304341
"7534","30OTHER","62",1.849425641
"7535","31","62",16.82178573
"7536","32","62",49.45646735
"7537","33.15","62",4.527405612
"7538","33.16","62",23.0858626
"7539","33OTHER","62",131.3613205
"7540","35.1","62",370.1434509
"7541","35.2-3","62",65.68504816
"7542","36","62",8.957296083
"7543","37","62",14.52147813
"7544","38","62",31.12516476
"7546","41-43","62",400.559806
"7547","45","62",610.9231156
"7548","46","62",295.3285582
"7550","49.1-2","62",3.144677309
"7551","49.3-5","62",200.3398623
"7552","50","62",12.2707353
"7553","51","62",4.362605568
"7554","52","62",501.2678716
"7555","53","62",356.9044989
"7556","55","62",4.24919151
"7557","56","62",25.34078675
"7558","58","62",62.32251576
"7559","59-60","62",2.020646234
"7560","61","62",483.107048
"7561","62","62",2298.67357
"7562","63","62",160.042352
"7563","64","62",950.6297401
"7564","65.1-3","62",194.1398435
"7565","66","62",409.8749728
"7566","68.1-2","62",239.5622236
"7567","68.3","62",1.313833875
"7568","69.1","62",885.1368847
"7569","69.2","62",567.6643835
"7570","70","62",1071.350391
"7571","71","62",1430.659076
"7572","72","62",110.34755
"7573","73","62",1198.060712
"7574","74","62",301.1141072
"7575","75","62",1.368436226
"7576","77","62",257.1184734
"7577","78","62",1435.988224
"7578","79","62",165.3962769
"7579","80","62",244.9708782
"7580","81","62",598.6308233
"7581","82","62",386.1654361
"7582","84","62",134.4068513
"7583","85","62",432.3453459
"7584","86","62",5.130862468
"7585","87-88","62",25.96315431
"7586","90","62",0.955200035
"7587","91","62",3.924482607
"7588","92","62",84.45212063
"7589","93","62",10.23321468
"7590","94","62",40.60858069
"7591","95","62",8.687465473
"7592","96","62",56.91639932
"7593","1","63",0.394382507
"7596","5","63",0.183999984
"7597","06 & 07","63",2.877144055
"7598","8","63",0.121272311
"7600","10.1","63",0.919679196
"7601","10.2-3","63",4.204870372
"7602","10.4","63",0.304890559
"7603","10.5","63",1.751270391
"7604","10.6","63",0.687162177
"7605","10.7","63",1.516587565
"7606","10.8","63",4.433172941
"7608","11.01-6","63",1.023801537
"7609","11.07","63",2.909642239
"7611","13","63",1.705409613
"7612","14","63",0.151611132
"7613","15","63",1.231046581
"7614","16","63",2.097658611
"7615","17","63",3.75173792
"7616","18","63",1.805579877
"7617","19","63",37.26137959
"7618","20A","63",0.187987531
"7619","20B","63",0.764550217
"7620","20C","63",0.282535066
"7621","20.3","63",2.146609453
"7622","20.4","63",3.053196895
"7624","21","63",0.564629636
"7625","22","63",7.531825709
"7626","23OTHER","63",1.921490992
"7627","23.5-6","63",0.203354032
"7628","24.1-3","63",0.153516155
"7629","24.4-5","63",2.062508306
"7630","25OTHER","63",2.641737224
"7632","26","63",4.155272654
"7633","27","63",6.917480593
"7634","28","63",1.015149785
"7635","29","63",1.372046098
"7637","30.3","63",0.29840811
"7638","30OTHER","63",0.980362866
"7639","31","63",2.31785214
"7640","32","63",10.94175813
"7642","33.16","63",0.221846837
"7643","33OTHER","63",10.96750548
"7644","35.1","63",36.26191326
"7645","35.2-3","63",4.908927753
"7646","36","63",0.547408736
"7647","37","63",3.03550916
"7648","38","63",3.444758279
"7650","41-43","63",31.88207113
"7651","45","63",85.96614853
"7652","46","63",20.64299331
"7654","49.1-2","63",1.010716066
"7655","49.3-5","63",17.89605257
